"source_path","item_type","discovered_under","match_basis","file_count_recursive","byte_count_recursive","latest_write_time_utc","sha256_if_file","inventory_state","source_lineage","canonical_destination","disposition"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","4656195","2026-08-02T19:09:00.6794742Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0.zip.sha256","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","123","2026-08-02T19:09:00.8101199Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\AGGREGATE_INTERPRETATION_RECLASSIFICATION.json","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","840","2026-08-02T19:08:58.7287036Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\EVIDENCE_LEDGER.csv","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","1903","2026-08-02T19:08:58.8451237Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\execute_bayme_local_cartography_2026_07_31.py","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","19136","2026-08-02T19:08:16.1288682Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\LOCAL_JURISDICTION_CARTOGRAPHY_2026-07-31.json","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","88669","2026-08-02T19:08:58.7266451Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\MANIFEST_SHA256.txt","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","949","2026-08-02T19:08:59.7119576Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\REPORT_LOCAL.md","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","2094","2026-08-02T19:08:58.7346249Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\source_packages\BayME_GALICIA_2026_07_31_INPUTS_OUTPUTS.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","114060","2026-08-01T10:46:02.3769902Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_LOCAL_Z_POST_2026-07-31_v0.6.0\source_packages\BayME_GALICIA_ALL_OUTPUTS_v0_5_8.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","4607879","2026-08-01T10:39:25.4756186Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-01T10:55:45.9035738Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","4651263","2026-08-01T10:55:46.7702114Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9.zip.sha256","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","117","2026-08-01T10:55:47.0076679Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\EVIDENCE_LEDGER.csv","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","1962","2026-08-01T10:55:44.7366784Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\execute_bayme_zpost_2026_07_31.py","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","17293","2026-08-01T10:54:59.5618754Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\HURDLE_SHADOW_ADJUDICATION_2026-07-31.json","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","17723","2026-08-01T10:55:44.6571421Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\MANIFEST_SHA256.txt","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","821","2026-08-01T10:55:45.9689942Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\REPORT.md","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","2173","2026-08-01T10:55:44.7692763Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\source_packages\BayME_GALICIA_2026_07_31_INPUTS_OUTPUTS.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","114060","2026-08-01T10:46:02.3769902Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\source_packages\BayME_GALICIA_ALL_OUTPUTS_v0_5_8.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","4607879","2026-08-01T10:39:25.4756186Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\outputs\BayME_Galicia_Xurelo_Z_POST_2026-07-31_v0.5.9\Z_POST_PRICE_2026-07-31.json","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","7046","2026-08-01T10:55:44.6541501Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_31_source","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-01T10:47:33.6049475Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_31_source\BayME_GALICIA_2026_07_31_INPUTS_OUTPUTS.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","114060","2026-08-01T10:46:02.3769902Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_v0_5_8_extracted","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-01T10:41:08.8402042Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_v0_5_8_extracted\Statistical_Programming_BayME_EVE_TRANSFER_PACK_v0_5_8","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-01T10:41:08.8412022Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_v0_5_8_source","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-01T10:41:07.0409599Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-2\work\bayme_v0_5_8_source\BayME_GALICIA_ALL_OUTPUTS_v0_5_8.zip","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","4607879","2026-08-01T10:39:25.4756186Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-01\referenced-chatgpt-conversation-this-is-an-3\outputs\BIND_2026_Master_Package\OnePager_BayME_Real_Market_Intelligence.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME","1","2154","2026-08-01T05:14:00.8197806Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-07\bind-2026-khc-continuacion-canonica\work\BIND_2026_PRODUCTOS_ESPECIFICOS_v1\03_GRUPO_10_BAYME","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-09T04:30:22.3034842Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-07\bind-2026-khc-continuacion-canonica\work\BIND_2026_PRODUCTOS_ESPECIFICOS_v1\03_GRUPO_10_BAYME\PROJECT_CAPSULE.md","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","2029","2026-08-09T04:30:22.3034842Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA","DIRECTORY","C:\Users\User\Documents\Codex","PATH_NAME",,,"2026-08-10T17:34:16.7142670Z",,"DIRECTORY_AGGREGATION_DEFERRED_TO_DEDUP_MANIFEST","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\.github\workflows\aeat-industrial-holdout.yml","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","2573","2026-08-09T13:40:25.0669864Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\.github\workflows\ci.yml","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","540","2026-08-09T09:27:14.9458210Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BIND_2026_POSITION_ES.md","FILE","C:\Users\User\Documents\Codex","CONTENT_ANCHOR","1","2075","2026-08-09T09:27:14.9867126Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_AEAT_CH72_2022_2024_CONTINUOUS_CAUSAL_CHAIN_RESULT_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","5475","2026-08-15T13:11:16.1423213Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_AEAT_CH72_2024_CAUSAL_MINI_V0_6_5_RESULT_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","6106","2026-08-15T12:11:58.8693125Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_AEAT_CH72_NOV2024_V0_6_1_RESULT_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","7395","2026-08-09T14:05:08.5893384Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_AEAT_MONTHLY_SEQUENTIAL_V0_6_4_RESULT_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","6972","2026-08-09T19:08:26.7679317Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_AEAT_V0_6_1_INVALIDATION_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","2236","2026-08-09T14:22:51.5982795Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_CHECKPOINT_INDUSTRIAL_NO_BIOLOGICO_Y_PLANTAS_20260809.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","4155","2026-08-09T11:22:33.1984767Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
"C:\Users\User\Documents\Codex\2026-08-09\analiza-y-estudia-por-completo-este\BMA\docs\BMA_SEASONAL_LEARNING_2022_2024_DESIGN_V1_ES.md","FILE","C:\Users\User\Documents\Codex","PATH_NAME+CONTENT_ANCHOR","1","5637","2026-08-09T19:12:05.8470531Z",,"FILE_HASH_DEFERRED_TO_ADJUDICATED_CUSTODY","UNRESOLVED_SOURCE_LINEAGE","UNCLASSIFIED_PENDING_CONTENT_REVIEW","PRESERVE_READ_ONLY_PENDING_UNIT_REVIEW"
